[Header]	
System	TOCL TNML ASIL 24ML	
S/W Version	1.00	
User	sjw	
Date/Time	9/23/2025 1:59:26 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Result(TOC)	Result(TC)	Result(IC)	Result(POC)	Result(NPOC)	Result(TN)	Unit	Vial	Date / Time	
Unknown	IC	DI	Untitled			1.419				mg/L	0	9/22/2025 4:14:36 PM	
Unknown	IC	DI	Untitled			1.420				mg/L	0	9/22/2025 4:25:41 PM	
Unknown	IC	DI	Untitled			1.425				mg/L	0	9/22/2025 4:34:35 PM	
Unknown	IC	Chk_Std_10mgL	Untitled			10.92				mg/L	1	9/22/2025 4:45:55 PM	
Unknown	IC	DI	Untitled			1.432				mg/L	0	9/22/2025 4:54:50 PM	
Unknown	IC	DI	Untitled			1.427				mg/L	0	9/22/2025 5:03:45 PM	
Unknown	IC	DI	Untitled			1.427				mg/L	0	9/22/2025 5:12:42 PM	
Standard	IC	CalCurve_IC	Untitled			200.0				mg/L	2, 3, 4, 5, 6, 7, 8, 9	9/22/2025 6:51:07 PM	
Unknown	IC	DI	Untitled			1.295				mg/L	0	9/22/2025 7:04:35 PM	
Unknown	IC	Chk_Std_CRM-221	Untitled			22.74				mg/L	10	9/22/2025 7:16:43 PM	
Unknown	IC	Chk_Std_10mgL	Untitled			10.56				mg/L	11	9/22/2025 7:28:08 PM	
Unknown	IC	DI	Untitled			1.284				mg/L	0	9/22/2025 7:37:10 PM	
Unknown	IC	FATE_Flume_20250716_C	Untitled			23.26				mg/L	12	9/22/2025 7:49:37 PM	
Unknown	IC	FATE_Dock_20250813_A	Untitled			17.19				mg/L	13	9/22/2025 8:01:09 PM	
Unknown	IC	FATE_Dock_20250813_B	Untitled			17.20				mg/L	14	9/22/2025 8:12:39 PM	
Unknown	IC	FATE_Flume_20250813_A	Untitled			21.00				mg/L	15	9/22/2025 8:24:44 PM	
Unknown	IC	FATE_Flume_20250813_B	Untitled			20.89				mg/L	16	9/22/2025 8:36:51 PM	
Unknown	IC	FATE_Dock_20250829_A	Untitled			18.29				mg/L	17	9/22/2025 8:48:35 PM	
Unknown	IC	FATE_Dock_20250829_B	Untitled			18.35				mg/L	18	9/22/2025 9:00:19 PM	
Unknown	IC	FATE_Flume_20250829_A	Untitled			24.27				mg/L	19	9/22/2025 9:12:14 PM	
Unknown	IC	FATE_Flume_20250829_B	Untitled			24.31				mg/L	20	9/22/2025 9:24:06 PM	
Unknown	IC	FATE_Dock_20250905_A	Untitled			18.60				mg/L	21	9/22/2025 9:35:44 PM	
